timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw
232096,-0.2501624524593353,-0.1420954167842865,0.013427666388452053
232166,-0.1977076381444931,-0.1421065479516983,0.009674129076302052
232236,-0.22723789513111115,-0.06318511068820953,0.02205837145447731
232306,-0.24115526676177979,-0.0936916247010231,0.018757039681077003
232376,-0.2532799541950226,-0.06830919533967972,0.027539385482668877
232446,-0.21343080699443817,-0.1318504959344864,0.009883671998977661
232516,-0.2154000997543335,-0.05750484764575958,0.025983639061450958
232586,-0.26837027072906494,-0.13905943930149078,0.020309658721089363
232656,-0.23718492686748505,-0.16215892136096954,0.014304667711257935
232726,-0.22219747304916382,-0.12767735123634338,0.0172206312417984
232796,-0.2633129358291626,-0.11195114254951477,0.017480427399277687
232866,-0.20213548839092255,-0.08664083480834961,0.021578099578619003
232936,-0.25557127594947815,-0.08751343190670013,0.020956745371222496
233006,-0.21295368671417236,-0.11866988986730576,0.015637336298823357
233076,-0.16391775012016296,-0.11519443988800049,0.01628371700644493
233146,-0.1942014843225479,-0.11186656355857849,0.017190653830766678
233216,-0.2036266177892685,-0.1220986545085907,0.008108146488666534
233286,-0.14428956806659698,-0.08184179663658142,0.027740802615880966
233356,-0.15091916918754578,-0.11815045028924942,0.009129961021244526
233426,-0.17743292450904846,-0.1324014961719513,0.0037026023492217064
233496,-0.1613156795501709,-0.0879836454987526,0.022512691095471382
233566,-0.21599081158638,-0.04417359083890915,0.043405335396528244
233636,-0.22146457433700562,-0.09075015783309937,0.03147706761956215
233706,-0.26197224855422974,-0.07789425551891327,0.04666417837142944
233776,-0.23207786679267883,-0.14737293124198914,0.02147708274424076
233846,-0.26352739334106445,-0.09505138546228409,0.034773796796798706
233916,-0.1933751255273819,-0.12113486230373383,0.023311981931328773
233986,-0.17341341078281403,-0.15511852502822876,0.011999380774796009
234056,-0.1901186853647232,-0.10100182890892029,-0.0009642043150961399
234126,-0.05702701956033707,0.043871961534023285,-0.002328216563910246
234196,0.19867540895938873,-0.3641622066497803,-0.0015719609800726175
234266,-0.09738219529390335,-0.26795288920402527,-0.0006499795708805323
234336,-0.1298294961452484,-0.2643388509750366,-0.004402860067784786
234406,-0.2646336555480957,-0.25899574160575867,-0.004338848404586315
234476,-0.14035092294216156,-0.06275861710309982,-0.0036048502661287785
234546,-0.1898369938135147,-0.20359797775745392,-0.003730579512193799
234616,-0.16192878782749176,-0.06462389975786209,-0.007056990638375282
234686,-0.2793622314929962,-0.08353710919618607,-0.008379150182008743
234756,-0.24036942422389984,-0.13915254175662994,-0.009424671530723572
234826,-0.22948108613491058,-0.09853435307741165,-0.01084196474403143
234896,-0.1597919911146164,-0.09885191917419434,-0.011881314218044281
234966,-0.26972946524620056,-0.1741892397403717,-0.013448623940348625
235036,-0.17099572718143463,-0.09023617208003998,-0.04797957092523575
235106,-0.263791561126709,-0.3673422634601593,-1.2302230596542358
235176,-0.5689806342124939,-0.41188642382621765,-2.9063682556152344
235246,-1.6298983097076416,-0.020732484757900238,-3.7918784618377686
235316,-2.0714404582977295,-0.2896881699562073,-3.5817830562591553
235386,-1.3317769765853882,0.2955451011657715,-2.9065279960632324
235456,-0.964072585105896,2.430938243865967,-2.0299370288848877
235526,0.9604288339614868,2.124997615814209,-1.3864961862564087
235596,-0.14999929070472717,0.25312477350234985,-0.6544033885002136
235666,-2.5644888877868652,0.15863624215126038,-0.32075199484825134
235736,0.5542026162147522,0.5021371841430664,-0.19345028698444366
235806,2.275057077407837,-1.1073925495147705,-0.18828289210796356
235876,0.969731867313385,-0.2887941896915436,-0.0474785678088665
235946,1.4721143245697021,-0.6067079901695251,0.16406577825546265
236016,1.5586979389190674,-0.14855971932411194,0.19851888716220856
236086,0.7172491550445557,0.4251334071159363,0.2608846127986908
236156,-0.14594750106334686,-0.1269793063402176,0.20159944891929626
236226,-0.8770723342895508,-0.15352624654769897,0.1917334944009781
236296,-1.3928093910217285,0.041193027049303055,0.1626497209072113
236366,-1.5277193784713745,0.09034673124551773,0.11749900132417679
236436,-0.7235406637191772,0.04458390921354294,0.1795707792043686
236506,-0.2880982756614685,0.6553282141685486,0.22986626625061035
236576,-0.624627411365509,0.6418700814247131,0.16856275498867035
236646,-0.15178340673446655,-0.014700055122375488,-0.10969287902116776
236716,0.7621427178382874,-0.21576955914497375,-0.2684492766857147
236786,0.8356680870056152,0.015375161543488503,-0.5322816967964172
236856,0.23177428543567657,-0.430695503950119,-0.7877199053764343
236926,0.43335822224617004,-0.43322232365608215,-0.868256688117981
236996,0.6384094953536987,0.15402258932590485,-0.815007746219635
237066,0.8089690804481506,0.061801597476005554,-0.6545413136482239
237136,0.8309257626533508,0.16593170166015625,-0.4072900116443634
237206,0.5287075638771057,0.37143442034721375,-0.22239616513252258
237276,0.061753809452056885,0.35712283849716187,0.0023115493822842836
237346,0.11832854896783829,0.6039533615112305,0.12195730209350586
237416,-0.3156300485134125,0.4007161259651184,0.24444234371185303
