231941,0,0
26,0,255
962,1,5
944,1,5
933,1,5
927,1,5
922,1,5
913,1,5
24,0,255
2489,1,5
927,1,5
927,1,5
931,1,5
924,1,5
913,1,5
900,1,5
24,0,255
29,0,255
935,1,5
942,1,5
923,1,5
929,1,5
908,1,5
896,1,5
873,1,5
29,0,255
936,1,5
934,1,5
938,1,5
923,1,5
908,1,5
900,1,5
30,0,255
35,0,255
35,0,255
34,0,255
39,0,255
36,0,255
36,0,255
37,0,255
38,0,255
32,0,255
31,0,255
37,0,255
33,0,255
34,0,255
35,0,255
35,0,255
35,0,255
26,1,5
27,1,5
29,1,5
31,1,5
33,1,5
32,0,255
31,0,255
30,0,255
17,1,5
18,1,5
20,1,5
24,1,5
30,1,5
28,0,255
30,0,255
954,1,4
232073,0,0
25,0,255
967,1,5
944,1,5
936,1,5
926,1,5
917,1,5
902,1,5
23,0,255
2462,1,5
957,1,5
945,1,5
938,1,5
914,1,5
913,1,5
897,1,5
24,0,255
914,1,4
932,1,5
944,1,5
934,1,5
918,1,5
909,1,5
891,1,5
27,0,255
30,0,255
942,1,5
934,1,5
929,1,5
929,1,5
915,1,5
893,1,5
31,0,255
36,0,255
34,0,255
36,0,255
40,0,255
38,0,255
37,0,255
39,0,255
37,0,255
32,0,255
31,0,255
35,0,255
32,0,255
32,0,255
34,0,255
35,0,255
37,0,255
26,1,5
27,1,5
28,1,5
30,1,5
32,1,5
31,0,255
32,0,255
834,1,4
18,1,5
18,1,5
20,1,5
24,1,5
30,1,5
28,0,255
30,0,255
25,0,255
232073,0,0
25,0,255
958,1,5
940,1,5
932,1,5
928,1,5
920,1,5
910,1,5
22,0,255
2481,1,5
938,1,5
947,1,5
922,1,5
923,1,5
927,1,5
903,1,5
23,0,255
616,1,4
941,1,5
941,1,5
936,1,5
926,1,5
914,1,5
899,1,5
881,1,5
29,0,255
957,1,5
943,1,5
937,1,5
928,1,5
913,1,5
908,1,5
30,0,255
459,1,4
1069,1,4
35,0,255
39,0,255
37,0,255
36,0,255
38,0,255
39,0,255
32,0,255
32,0,255
36,0,255
33,0,255
35,0,255
34,0,255
35,0,255
35,0,255
26,1,5
28,1,5
29,1,5
30,1,5
32,1,5
32,0,255
32,0,255
31,0,255
17,1,5
18,1,5
20,1,5
24,1,5
29,1,5
27,0,255
883,1,4
25,0,255
232206,0,0
27,0,255
961,1,5
931,1,5
924,1,5
925,1,5
911,1,5
903,1,5
893,1,5
2487,1,5
959,1,5
953,1,5
930,1,5
918,1,5
903,1,5
900,1,5
24,0,255
28,0,255
938,1,5
927,1,5
924,1,5
918,1,5
906,1,5
895,1,5
889,1,5
30,0,255
946,1,5
957,1,5
944,1,5
915,1,5
914,1,5
903,1,5
875,1,5
38,0,255
33,0,255
34,0,255
935,1,5
947,1,5
36,0,255
868,1,5
38,0,255
33,0,255
33,0,255
37,0,255
33,0,255
33,0,255
34,0,255
35,0,255
34,0,255
26,1,5
27,1,5
28,1,5
30,1,5
32,1,5
31,0,255
31,0,255
29,0,255
18,1,5
18,1,5
20,1,5
24,1,5
29,1,5
28,0,255
30,0,255
25,0,255
232206,0,0
26,0,255
971,1,5
930,1,5
916,1,5
918,1,5
921,1,5
905,1,5
845,1,5
2480,1,5
960,1,5
926,1,5
922,1,5
923,1,5
912,1,5
897,1,5
867,1,5
28,0,255
940,1,5
937,1,5
920,1,5
918,1,5
904,1,5
900,1,5
873,1,5
30,0,255
945,1,5
944,1,5
924,1,5
941,1,5
912,1,5
899,1,5
871,1,5
37,0,255
35,0,255
34,0,255
954,1,5
37,0,255
37,0,255
848,1,5
37,0,255
32,0,255
32,0,255
37,0,255
33,0,255
33,0,255
36,0,255
34,0,255
36,0,255
26,1,5
28,1,5
28,1,5
30,1,5
33,1,5
31,0,255
31,0,255
28,0,255
18,1,5
18,1,5
20,1,5
25,1,5
29,1,5
27,0,255
29,0,255
820,1,4
232272,0,0
26,0,255
963,1,5
938,1,5
933,1,5
920,1,5
916,1,5
902,1,5
868,1,5
2490,1,5
948,1,5
952,1,5
915,1,5
930,1,5
913,1,5
902,1,5
25,0,255
26,0,255
952,1,5
939,1,5
921,1,5
917,1,5
913,1,5
905,1,5
874,1,5
30,0,255
945,1,5
944,1,5
924,1,5
921,1,5
911,1,5
902,1,5
869,1,5
37,0,255
817,1,4
34,0,255
41,0,255
36,0,255
38,0,255
38,0,255
39,0,255
33,0,255
32,0,255
35,0,255
33,0,255
33,0,255
35,0,255
37,0,255
36,0,255
25,1,5
27,1,5
29,1,5
29,1,5
32,1,5
32,0,255
32,0,255
30,0,255
17,1,5
19,1,5
20,1,5
24,1,5
30,1,5
29,0,255
29,0,255
26,0,255
232338,0,0
858,1,4
969,1,5
939,1,5
933,1,5
922,1,5
907,1,5
905,1,5
23,0,255
2468,1,5
947,1,5
946,1,5
921,1,5
921,1,5
908,1,5
901,1,5
23,0,255
29,0,255
941,1,5
926,1,5
930,1,5
920,1,5
907,1,5
898,1,5
877,1,5
29,0,255
938,1,5
941,1,5
939,1,5
925,1,5
910,1,5
902,1,5
890,1,5
37,0,255
35,0,255
34,0,255
39,0,255
949,1,4
37,0,255
38,0,255
38,0,255
33,0,255
32,0,255
35,0,255
33,0,255
33,0,255
34,0,255
37,0,255
36,0,255
26,1,5
27,1,5
29,1,5
30,1,5
32,1,5
31,0,255
32,0,255
29,0,255
17,1,5
18,1,5
20,1,5
25,1,5
28,1,5
29,0,255
28,0,255
909,1,4
232405,0,0
26,0,255
963,1,5
937,1,5
932,1,5
914,1,5
913,1,5
913,1,5
22,0,255
2430,1,5
940,1,5
928,1,5
937,1,5
922,1,5
905,1,5
901,1,5
24,0,255
29,0,255
943,1,5
935,1,5
927,1,5
925,1,5
909,1,5
907,1,5
880,1,5
829,1,4
964,1,5
941,1,5
929,1,5
928,1,5
914,1,5
893,1,5
884,1,5
36,0,255
35,0,255
35,0,255
914,1,5
37,0,255
37,0,255
39,0,255
37,0,255
32,0,255
32,0,255
35,0,255
34,0,255
34,0,255
35,0,255
36,0,255
36,0,255
25,1,5
28,1,5
29,1,5
30,1,5
32,1,5
31,0,255
30,0,255
30,0,255
17,1,5
18,1,5
21,1,5
24,1,5
29,1,5
28,0,255
30,0,255
27,0,255
232471,0,0
25,0,255
971,1,5
948,1,5
938,1,5
908,1,5
920,1,5
909,1,5
21,0,255
2496,1,5
938,1,5
947,1,5
932,1,5
909,1,5
907,1,5
899,1,5
891,1,5
884,1,4
936,1,5
936,1,5
929,1,5
913,1,5
916,1,5
900,1,5
879,1,5
31,0,255
933,1,5
944,1,5
940,1,5
922,1,5
918,1,5
902,1,5
30,0,255
38,0,255
34,0,255
34,0,255
935,1,5
897,1,5
37,0,255
39,0,255
39,0,255
33,0,255
32,0,255
36,0,255
33,0,255
32,0,255
36,0,255
34,0,255
34,0,255
26,1,5
28,1,5
28,1,5
30,1,5
32,1,5
31,0,255
34,0,255
29,0,255
18,1,5
18,1,5
21,1,5
24,1,5
30,1,5
29,0,255
29,0,255
27,0,255
232537,0,0
25,0,255
966,1,5
940,1,5
938,1,5
926,1,5
916,1,5
910,1,5
872,1,5
2463,1,5
937,1,5
943,1,5
920,1,5
911,1,5
904,1,5
899,1,5
886,1,5
28,0,255
931,1,5
936,1,5
927,1,5
928,1,5
920,1,5
898,1,5
874,1,5
30,0,255
952,1,5
942,1,5
945,1,5
918,1,5
901,1,5
908,1,5
902,1,5
538,1,4
35,0,255
36,0,255
924,1,5
36,0,255
37,0,255
891,1,5
38,0,255
32,0,255
33,0,255
35,0,255
34,0,255
32,0,255
35,0,255
36,0,255
35,0,255
26,1,5
27,1,5
29,1,5
30,1,5
33,1,5
31,0,255
31,0,255
30,0,255
18,1,5
18,1,5
20,1,5
24,1,5
29,1,5
29,0,255
28,0,255
27,0,255
232603,0,0
25,0,255
969,1,5
939,1,5
927,1,5
920,1,5
913,1,5
913,1,5
23,0,255
2452,1,5
29,0,255
945,1,5
921,1,5
921,1,5
901,1,5
897,1,5
23,0,255
924,1,4
948,1,5
931,1,5
920,1,5
926,1,5
911,1,5
901,1,5
26,0,255
30,0,255
930,1,5
922,1,5
928,1,5
939,1,5
916,1,5
910,1,5
30,0,255
37,0,255
35,0,255
35,0,255
40,0,255
919,1,4
37,0,255
39,0,255
38,0,255
32,0,255
31,0,255
36,0,255
33,0,255
34,0,255
35,0,255
36,0,255
35,0,255
26,1,5
28,1,5
29,1,5
30,1,5
33,1,5
32,0,255
32,0,255
30,0,255
17,1,5
18,1,5
20,1,5
24,1,5
29,1,5
29,0,255
27,0,255
25,0,255
232670,0,0
26,0,255
958,1,5
940,1,5
941,1,5
923,1,5
