timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw
144500,0.1695369929075241,-0.7117571830749512,0.9328573942184448
144570,0.17363598942756653,-0.7070329785346985,0.9262997508049011
144640,0.1764518916606903,-0.7044344544410706,0.9196487665176392
144710,0.1755063533782959,-0.7002937197685242,0.911572277545929
144780,0.1810862421989441,-0.6979750394821167,0.9051452875137329
144850,0.17943978309631348,-0.7011561989784241,0.899915874004364
144920,0.17921124398708344,-0.6842884421348572,0.8903950452804565
144990,0.17838124930858612,-0.6679352521896362,0.8810202479362488
145060,0.18175341188907623,-0.7203203439712524,0.8736387491226196
145130,0.17460833489894867,-0.7089294195175171,0.8666121959686279
145200,0.17382849752902985,-0.7049813270568848,0.8600898385047913
145270,0.22327083349227905,-0.6916029453277588,0.8529945611953735
145340,0.25591838359832764,-0.6578421592712402,0.8438251614570618
145410,0.4340398907661438,-0.5700564384460449,0.8410863876342773
145480,0.1096244677901268,-0.7187634706497192,0.8315927386283875
145550,0.08843955397605896,-0.744702935218811,0.8267385363578796
145620,-0.03790836036205292,-0.7727993726730347,0.8209381699562073
145690,-0.10498218983411789,-0.7890522480010986,0.8147896528244019
145760,0.15905898809432983,-0.7040913105010986,0.8107993006706238
145830,0.003697647713124752,0.004222876392304897,-0.0001472330477554351
145900,0.008842104114592075,0.006231839768588543,-0.0008707461529411376
145970,0.014110641553997993,0.007336584851145744,5.433884871308692e-05
146040,0.01981678418815136,0.006921170279383659,-0.002354386495426297
146110,0.024253245443105698,0.004077160265296698,-0.0006740535027347505
146180,0.028437860310077667,0.003568215062841773,-0.002468754770234227
146250,0.032856423407793045,0.004164115991443396,-0.0027287709526717663
146320,0.029860761016607285,0.002726734848693013,-0.001459574676118791
146390,0.03268688917160034,0.00401155324652791,-0.0013838406885042787
146460,0.037719905376434326,0.022792020812630653,0.0009954863926395774
146530,0.03939618542790413,0.02069665491580963,0.000696050061378628
146600,0.04197534918785095,0.024481283500790596,-0.00022901405463926494
146670,0.047255054116249084,0.03018992766737938,-0.0024319884832948446
146740,0.05166584998369217,0.032573066651821136,-0.0039565772749483585
146810,0.04837927967309952,0.023792549967765808,-0.004580353852361441
146880,0.050488341599702835,-0.01351472269743681,0.023100504651665688
146950,0.1148967295885086,-0.1105237528681755,-0.5695659518241882
147020,0.1612970381975174,-0.270139217376709,-1.6079012155532837
147090,-0.11074578016996384,-0.8571216464042664,-2.2590548992156982
147160,-0.7019389867782593,-3.491762638092041,-1.872275948524475
147230,-2.616962432861328,-5.4735493659973145,-1.1056256294250488
147300,-4.6897077560424805,-2.7220349311828613,0.2764219045639038
147370,-3.898982048034668,0.06019299849867821,2.0416886806488037
147440,-1.7045910358428955,4.688809394836426,3.2338907718658447
147510,-0.2620726227760315,7.960374355316162,3.5006542205810547
147580,2.6171135902404785,7.8397016525268555,2.966240167617798
147650,5.110684871673584,5.27414608001709,2.35196852684021
147720,4.71181583404541,1.4452192783355713,1.9600244760513306
147790,2.259267807006836,-1.434038758277893,1.3526455163955688
147860,0.4246738851070404,-4.247891902923584,0.8897579312324524
147930,-1.634070634841919,-6.29024076461792,0.41966408491134644
148000,-3.23307466506958,-6.015866756439209,0.041291944682598114
148070,-2.849022388458252,-4.0241851806640625,-0.28933942317962646
148140,-1.6952029466629028,-2.0223300457000732,-0.5095185041427612
148210,-0.6792017817497253,-0.10448504984378815,-0.6791452765464783
148280,0.04329924285411835,1.33782160282135,-0.6788231134414673
148350,0.8124587535858154,1.7253481149673462,-0.6335062384605408
148420,0.9891857504844666,1.9848599433898926,-0.7062342762947083
148490,0.998546838760376,1.9411089420318604,-0.8000566959381104
148560,1.2511152029037476,1.3728293180465698,-0.8746799230575562
