timeStamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz
28883,-0.06758330017328262,0.07018258422613144,0.016912108287215233,-0.016258692368865013,0.019350826740264893,0.014123834669589996
28953,-0.06894313544034958,0.0716920793056488,0.01500809844583273,-0.017961086705327034,0.02048902027308941,0.0015282549429684877
29023,-0.07030977308750153,0.07319533079862595,0.014581941068172455,-0.01924743689596653,0.021068332716822624,-0.0029149740003049374
29093,-0.07190006971359253,0.07488247007131577,0.012263765558600426,-0.01993536949157715,0.022419197484850883,-0.01750844530761242
29163,-0.07308044284582138,0.07625721395015717,0.014351442456245422,-0.020932532846927643,0.022789722308516502,-0.0011554390657693148
29233,-0.07436959445476532,0.07767103612422943,0.016339626163244247,-0.02231496013700962,0.022814065217971802,0.012990156188607216
29303,-0.07613930106163025,0.07939930260181427,0.01540277898311615,-0.02429535798728466,0.023410342633724213,0.005583206657320261
29373,-0.07829660922288895,0.08138496428728104,0.012012590654194355,-0.026435915380716324,0.025437599048018456,-0.012836765497922897
29443,-0.08015161007642746,0.08316154032945633,0.011716985143721104,-0.027885418385267258,0.02641676552593708,-0.010595392435789108
29513,-0.08173120021820068,0.08471553772687912,0.014768821187317371,-0.029105158522725105,0.027110902592539787,0.008906753733754158
29583,-0.08390668034553528,0.08668291568756104,0.0142509201541543,-0.031033357605338097,0.027788838371634483,0.0057997750118374825
29653,-0.08624572306871414,0.08874546736478806,0.012789362110197544,-0.032796453684568405,0.028313569724559784,0.0008060720283538103
29723,-0.08885001391172409,0.09098885208368301,0.011209231801331043,-0.034764062613248825,0.030409399420022964,-0.006185635458678007
29793,-0.09119156002998352,0.09302832186222076,0.012167450040578842,-0.036312226206064224,0.031118065118789673,-0.0025482100900262594
29863,-0.09326174110174179,0.09480767697095871,0.015110405161976814,-0.03754232078790665,0.0314609594643116,0.011417528614401817
29933,-0.09606722742319107,0.09715882688760757,0.014585444703698158,-0.039015982300043106,0.03284084424376488,0.008465811610221863
30003,-0.09853724390268326,0.09921371191740036,0.016279494389891624,-0.040361322462558746,0.03336149826645851,0.016065936535596848
30073,-0.10204990953207016,0.10207732766866684,0.01435442827641964,-0.042835261672735214,0.0343858003616333,0.0018761036917567253
30143,-0.10510417073965073,0.1044701412320137,0.01494171004742384,-0.04450151324272156,0.0347307063639164,0.002601110842078924
30213,-0.1079816147685051,0.10669996589422226,0.016476429998874664,-0.04663887619972229,0.035293400287628174,0.008576245978474617
30283,-0.11184292286634445,0.10958566516637802,0.01461696345359087,-0.0497746579349041,0.03717784956097603,-0.00038654639502055943
30353,-0.11510249227285385,0.11201600730419159,0.014721510000526905,-0.05143793299794197,0.0383332222700119,0.0038960163947194815
30423,-0.1194833517074585,0.11524471640586853,0.012856375426054,-0.05424972623586655,0.03942561522126198,-0.005918700713664293
30493,-0.12364086508750916,0.1182447150349617,0.012140659615397453,-0.05629974231123924,0.04033282399177551,-0.010027335025370121
30563,-0.12728750705718994,0.12082201987504959,0.01290908269584179,-0.058011528104543686,0.0409906804561615,-0.005635703913867474
30633,-0.13065758347511292,0.12319670617580414,0.01442200131714344,-0.05875880643725395,0.04222121089696884,0.0040313308127224445
30703,-0.13464093208312988,0.12599250674247742,0.014943123795092106,-0.06124405935406685,0.04324445500969887,0.006694549694657326
30773,-0.13991563022136688,0.12982137501239777,0.013041704893112183,-0.06424841284751892,0.044765979051589966,-0.004329869989305735
30843,-0.14457765221595764,0.13304781913757324,0.013036960735917091,-0.06693755090236664,0.04563227668404579,-0.005539868958294392
30913,-0.14856356382369995,0.13560307025909424,0.015059147961437702,-0.06926316767930984,0.04595838859677315,0.003657617839053273
30983,-0.1535501480102539,0.13888487219810486,0.01522333174943924,-0.07190229743719101,0.046681731939315796,0.003062802366912365
31053,-0.15913240611553192,0.14250454306602478,0.01414143480360508,-0.07535243034362793,0.04786630719900131,-0.000642024795524776
31123,-0.00012443440209608525,7.751673547318205e-05,0.009009867906570435,-0.004612726159393787,0.0032833809964358807,0.0003668401623144746
31193,-0.000687244872096926,0.0005057827802374959,0.012377866543829441,-0.011246251873672009,0.009121963754296303,0.0004900990170426667
31263,-0.0016554463654756546,0.0013277007965371013,0.013462312519550323,-0.01648769900202751,0.014255193062126637,0.00236011971719563
31333,-0.0029920870438218117,0.0024949940852820873,0.01569833606481552,-0.02227097935974598,0.019691945984959602,0.013141072355210781
31403,-0.004757801070809364,0.004083605483174324,0.015676485374569893,-0.02803843654692173,0.025694599375128746,0.010746287181973457
31473,-0.0069632139056921005,0.006134364753961563,0.013573922216892242,-0.03341102600097656,0.0315936803817749,-0.0015505998162552714
31543,-0.009494730271399021,0.00852913036942482,0.014245755970478058,-0.039027802646160126,0.036863818764686584,-0.0012533969711512327
31613,-0.012464495375752449,0.011333026923239231,0.013982679694890976,-0.04479004815220833,0.04195964336395264,-0.0036026672460138798
31683,-0.015671195462346077,0.014322958886623383,0.01563298888504505,-0.05049963667988777,0.04688314348459244,0.005306948442012072
31753,-0.01952715590596199,0.0178734939545393,0.014779648743569851,-0.05732613801956177,0.052174512296915054,8.225900819525123e-05
31823,-0.02373557537794113,0.021702483296394348,0.01409227680414915,-0.06365876644849777,0.05720595642924309,0.00020919514645356685
31893,-0.028705036267638206,0.026092760264873505,0.012327115051448345,-0.07094825059175491,0.06234053522348404,-0.008419950492680073
31963,-0.03386814892292023,0.03062458150088787,0.01209257636219263,-0.07672218233346939,0.06741541624069214,-0.008808430284261703
32033,-0.03905387595295906,0.03522178903222084,0.013439154252409935,-0.0816594660282135,0.07217636704444885,0.001030436484143138
32103,-0.04456657916307449,0.04011957347393036,0.014797578565776348,-0.08492046594619751,0.07514148205518723,0.00942294578999281
32173,-0.05098237097263336,0.04576616361737251,0.013070558197796345,-0.08572659641504288,0.07553508132696152,-0.005671699531376362
32243,-0.057241834700107574,0.051229480654001236,0.011567831039428711,-0.08731326460838318,0.0756911039352417,-0.007614534348249435
32313,-0.06313523650169373,0.056349433958530426,0.013354315422475338,-0.08606687188148499,0.07672630995512009,0.032066117972135544
32383,0.06203892454504967,0.0350717268884182,0.016176387667655945,0.1542912870645523,0.03324110805988312,0.06525304913520813
32453,0.06391123682260513,0.04007837548851967,0.0011712934356182814,0.2402733415365219,0.023689892143011093,0.010101929306983948
32523,0.07639968395233154,0.04536055773496628,0.003764026565477252,0.2565721273422241,0.027937285602092743,0.04501527547836304
32593,0.09497036039829254,0.04859096184372902,0.01279726717621088,0.23587161302566528,0.032266441732645035,0.11061283200979233
32663,0.11419561505317688,0.053200624883174896,0.03441496938467026,0.17334029078483582,0.0010194474598392844,0.2111966907978058
