name,timeStamp,posx,posy,posz,qw,qx,qy,qz
Drone,63637,-2.0412118346019903,-0.024775559021764645,0.02936017390246883,0.9971913219231229,0.015042381032331615,0.07309895204462954,-0.006303765864140754
Surface,63637,1.4141198412040192,0.0556787791035353,0.44899047069670533,0.9999384440836346,0.0003292065520671755,-0.011071152182759171,-0.0006551763062842785
Drone,63703,-2.0412337829532774,-0.024796923660489995,0.02935662309291543,0.9973275716474825,0.015132193668022868,0.07118430187086414,-0.006444122414012949
Surface,63703,1.4141278211174058,0.05566979277204999,0.44903549687970384,0.9999304198261962,0.0003215805523737276,-0.011771178394017841,-0.000701035927451913
Drone,63703,-2.041270551702193,-0.02495904645815742,0.029639719311104134,0.9977409990962536,0.011618956245539963,0.06586936823224378,-0.006254990556276626
Surface,63703,1.4141415446758925,0.05569110459711263,0.44897521616018465,0.9999001148204444,0.00023630801099922008,-0.014114724346676606,-0.0006921684791011819
Drone,63703,-2.0412625821064423,-0.0249591782104616,0.02962150388600258,0.9977335925595396,0.011464195046032155,0.06600861293805592,-0.006254080921686831
Surface,63703,1.4141062853976092,0.055676985144151155,0.4489975239640717,0.9999229828521585,0.00029902394273473033,-0.0123889110000324,-0.0006736712528653228
Drone,63703,-2.0413077075526704,-0.024887538398945235,0.029559757678704977,0.9974769954943058,0.01212382180924397,0.06954631306633567,-0.007481092384789447
Surface,63703,1.4141339520810257,0.055678149770839395,0.44899079351641785,0.9998993880003393,0.00023749867261554258,-0.014162819260626926,-0.0007563210418093954
Drone,63703,-2.0412380365961775,-0.024933304622647385,0.02955987229756425,0.9977252717584243,0.012249577726179134,0.06600625326264646,-0.006115919418710402
Surface,63703,1.4141279431082638,0.05570477658386218,0.4490144810592261,0.99992167332603,0.0003604009264151573,-0.012491270904088494,-0.0006967605363441372
Drone,63703,-2.0412340648324134,-0.024786408708687497,0.029353259390336544,0.9972547654240289,0.015131244007441058,0.07221500071249555,-0.006242753074300329
