74073,0,0
518,1,5
533,1,5
528,1,5
538,1,5
543,1,5
545,1,5
552,1,5
562,1,5
525,1,5
527,1,5
531,1,5
533,1,5
534,1,5
547,1,5
550,1,5
549,1,5
516,1,5
526,1,5
527,1,5
536,1,5
538,1,5
539,1,5
546,1,5
552,1,5
519,1,5
524,1,5
527,1,5
527,1,5
534,1,5
535,1,5
540,1,5
544,1,5
519,1,5
519,1,5
520,1,5
527,1,5
539,1,5
538,1,5
541,1,5
537,1,5
429,1,5
469,1,5
512,1,5
482,1,5
543,1,5
526,1,5
534,1,5
35,0,255
25,1,5
25,1,5
24,1,5
27,1,5
27,1,5
428,1,5
28,0,255
28,0,255
21,1,5
22,1,5
22,1,5
23,1,5
25,1,5
25,0,255
24,0,255
21,0,255
74206,0,0
518,1,5
528,1,5
532,1,5
538,1,5
539,1,5
545,1,5
556,1,5
565,1,5
526,1,5
529,1,5
529,1,5
535,1,5
537,1,5
538,1,5
550,1,5
549,1,5
521,1,5
528,1,5
532,1,5
532,1,5
542,1,5
539,1,5
547,1,5
549,1,5
514,1,5
519,1,5
529,1,5
530,1,5
530,1,5
539,1,5
545,1,5
550,1,5
497,1,5
513,1,5
521,1,5
530,1,5
527,1,5
537,1,5
539,1,5
553,1,5
340,1,5
498,1,5
462,1,5
523,1,5
514,1,5
498,1,5
518,1,5
33,0,255
25,1,5
26,1,5
25,1,5
27,1,5
28,1,5
491,1,5
29,0,255
26,0,255
22,1,5
22,1,5
22,1,5
22,1,5
26,1,5
24,0,255
24,0,255
20,0,255
74206,0,0
515,1,5
529,1,5
527,1,5
537,1,5
538,1,5
548,1,5
548,1,5
563,1,5
520,1,5
532,1,5
534,1,5
530,1,5
536,1,5
541,1,5
549,1,5
556,1,5
520,1,5
526,1,5
525,1,5
536,1,5
540,1,5
539,1,5
546,1,5
550,1,5
513,1,5
524,1,5
528,1,5
526,1,5
537,1,5
534,1,5
546,1,5
547,1,5
496,1,5
513,1,5
525,1,5
524,1,5
523,1,5
541,1,5
537,1,5
545,1,5
30,0,255
494,1,5
496,1,5
519,1,5
526,1,5
493,1,5
524,1,5
35,0,255
25,1,5
25,1,5
24,1,5
28,1,5
28,1,5
462,1,5
28,0,255
26,0,255
22,1,5
22,1,5
22,1,5
22,1,5
26,1,5
23,0,255
23,0,255
22,0,255
74273,0,0
522,1,5
530,1,5
529,1,5
537,1,5
539,1,5
545,1,5
558,1,5
552,1,5
524,1,5
528,1,5
530,1,5
532,1,5
541,1,5
540,1,5
549,1,5
554,1,5
514,1,5
522,1,5
529,1,5
529,1,5
535,1,5
538,1,5
542,1,5
546,1,5
513,1,5
525,1,5
527,1,5
530,1,5
538,1,5
541,1,5
537,1,5
547,1,5
492,1,5
517,1,5
524,1,5
530,1,5
518,1,5
537,1,5
546,1,5
545,1,5
446,1,5
437,1,5
471,1,5
519,1,5
492,1,5
533,1,5
535,1,5
34,0,255
24,1,5
26,1,5
26,1,5
26,1,5
28,1,5
436,1,5
29,0,255
29,0,255
22,1,5
22,1,5
23,1,5
25,1,5
25,1,5
23,0,255
22,0,255
22,0,255
74339,0,0
525,1,5
526,1,5
532,1,5
535,1,5
540,1,5
544,1,5
555,1,5
561,1,5
520,1,5
528,1,5
534,1,5
535,1,5
540,1,5
544,1,5
549,1,5
552,1,5
519,1,5
523,1,5
532,1,5
533,1,5
538,1,5
542,1,5
539,1,5
550,1,5
517,1,5
524,1,5
522,1,5
528,1,5
533,1,5
538,1,5
547,1,5
550,1,5
517,1,5
521,1,5
526,1,5
529,1,5
521,1,5
538,1,5
545,1,5
544,1,5
483,1,5
450,1,5
463,1,5
