timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,pm.vbatMV
22721,-0.6506959199905396,-0.379853755235672,-0.016285719349980354,3911
22791,-0.6467532515525818,-0.3815059959888458,-0.013751723803579807,3911
22861,-0.660379946231842,-0.408743679523468,-0.018772732466459274,3916
22931,-0.6150562763214111,-0.3449159860610962,-0.002619004575535655,3911
23001,-0.598753809928894,-0.3279086649417877,0.007445516996085644,3911
23071,-0.5936985611915588,-0.3213953673839569,0.0073194345459342,3911
23141,-0.5892273783683777,-0.31612566113471985,0.006481375079602003,3911
23211,-0.5872578024864197,-0.31345024704933167,0.003599804127588868,3911
23281,-0.5825153589248657,-0.3078646659851074,0.004718043841421604,3911
23351,-0.5849588513374329,-0.31600919365882874,0.0011305699590593576,3916
23421,-0.5824244022369385,-0.31595611572265625,-0.002147986553609371,3911
23491,-0.5808057188987732,-0.3177500069141388,-0.002895798534154892,3916
23561,-0.5902160406112671,-0.3330521285533905,-0.008340321481227875,3911
23631,-0.6271912455558777,-0.3956682085990906,-0.026427775621414185,3911
23701,-0.6261957883834839,-0.3950365483760834,-0.028720630332827568,3911
23771,-0.4485762119293213,-0.0940212532877922,0.039390865713357925,3911
23841,-0.24760037660598755,0.2644207775592804,0.11328423023223877,3916
23911,-0.44155487418174744,-0.08637815713882446,0.04033460095524788,3911
23981,-0.38304847478866577,0.014230550266802311,0.060225676745176315,3916
24051,-0.3136794865131378,0.12508496642112732,0.08097973465919495,3911
24121,-0.4052995443344116,-0.0408255010843277,0.05280387029051781,3911
24191,-0.403664231300354,-0.03784215822815895,0.04439791291952133,3911
24261,-0.4240117073059082,-0.06869786232709885,0.026307057589292526,3911
24331,-0.43744900822639465,-0.09093448519706726,0.019307155162096024,3911
24401,-0.35437342524528503,0.0575312003493309,0.051545195281505585,3911
24471,-0.3391324281692505,0.07259350270032883,0.055340852588415146,3916
24541,-0.33746734261512756,0.07951418310403824,0.05274682119488716,3911
24611,-0.3142729103565216,0.11525192856788635,0.06398633867502213,3911
24681,-0.31103241443634033,0.11327791959047318,0.06479588150978088,3911
24751,-0.2776404023170471,0.15519767999649048,0.07152840495109558,3911
24821,-0.3006143569946289,0.12185297906398773,0.06407937407493591,3911
24891,-0.2800105810165405,0.14920656383037567,0.06218565255403519,3911
24961,-0.27615469694137573,0.1506868451833725,0.060412291437387466,3916
25031,-0.2931332588195801,0.12483101338148117,0.06343252211809158,3911
25101,-0.2871485650539398,0.12339469790458679,0.0583948977291584,3911
25171,-0.00010195629874942824,0.0024898825213313103,-0.0028396714478731155,3911
25241,0.0003552099224179983,0.005161231849342585,-0.0032354218419641256,3911
25311,0.00012459629215300083,0.006183618679642677,-0.0017980878474190831,3911
25381,-0.0015581682091578841,0.005480015650391579,0.00011600628204178065,3911
25451,0.00027769518783316016,0.01368290837854147,0.0004468827391974628,3911
25521,0.000916617049369961,0.01905413158237934,-0.0023192926310002804,3911
25591,-0.00029171534697525203,0.019389072433114052,-0.0008088762988336384,3916
25661,-0.0002605347544886172,0.020830580964684486,-0.002720288699492812,3911
25731,-0.0013209051685407758,0.01756878010928631,-0.0030521044973284006,3911
25801,-0.004535190295428038,0.014660394750535488,-0.0046533807180821896,3911
25871,-0.003359686117619276,0.01842920482158661,-0.0026937949005514383,3911
25941,-0.0041393400169909,0.01179564744234085,-0.0001417964231222868,3911
26011,-0.006806053686887026,0.012908753007650375,0.0009393920190632343,3911
26081,-0.008162690326571465,0.014850719831883907,-0.00178341509308666,3916
26151,-0.008916353806853294,0.014500951394438744,-0.0002923566789831966,3911
26221,-0.006743407342582941,0.0040058777667582035,0.004136168863624334,3320
26291,0.3211583197116852,0.251387357711792,0.10682456195354462,3483
26361,-0.6486352682113647,2.2866132259368896,0.8535787463188171,3568
26431,-1.1593042612075806,4.692572593688965,2.1271727085113525,3594
26501,-0.25816860795021057,-0.22972382605075836,3.0951685905456543,3578
26571,-0.9381182193756104,-1.838357925415039,3.9973065853118896,3589
26641,0.22231435775756836,-2.8266537189483643,4.726587295532227,3594
26711,0.9420952200889587,-3.770930528640747,4.927090644836426,3621
26781,0.7968622446060181,-3.1561930179595947,4.84438943862915,3626
26851,0.3352145254611969,-2.2154839038848877,4.680214881896973,3605
26921,0.06025480479001999,-0.6882048845291138,4.461751461029053,3605
26991,-0.07003409415483475,0.4776519536972046,4.262035846710205,3584
27061,-0.2132602035999298,1.4770017862319946,4.066954135894775,3578
27131,-0.18804864585399628,1.9741796255111694,3.9149703979492188,3573
27201,-0.03094375692307949,2.1444432735443115,3.8374814987182617,3568
27271,0.13851536810398102,2.0154528617858887,3.8245491981506348,3568
27341,0.2933054268360138,1.6715500354766846,3.8359735012054443,3568
27411,0.4117620289325714,1.1106172800064087,3.838756561279297,3573
27481,0.4833616316318512,0.5951640009880066,3.823234796524048,3568
27551,0.6150833964347839,0.17084729671478271,3.8015153408050537,3568
27621,0.5923531651496887,-0.16073352098464966,3.7411770820617676,3568
27691,0.6425479054450989,-0.4656374454498291,3.656609058380127,3568
27761,0.5659191012382507,-0.5534310340881348,3.5267996788024902,3563
27831,0.5404952764511108,-0.7126937508583069,3.4316577911376953,3563
27901,0.4874483644962311,-0.6404823064804077,3.368201732635498,3557
27971,0.39912906289100647,-0.6037178635597229,3.3074774742126465,3557
28041,0.39968064427375793,-0.5938668847084045,3.237691879272461,3557
28111,0.26839426159858704,-0.49753448367118835,3.1935536861419678,3557
28181,0.28885307908058167,-0.4346117079257965,3.1731555461883545,3557
28251,0.1924622803926468,-0.3434944152832031,3.154282569885254,3557
28321,0.10846934467554092,-0.29036015272140503,3.1009907722473145,3563
28391,0.05155071243643761,-0.0940769836306572,3.0559093952178955,3568
28461,-0.10419478267431259,-0.0718526616692543,3.0182995796203613,3563
28531,-0.07949745655059814,-0.0586608424782753,2.936447858810425,3557
28601,-0.04868794232606888,-0.04806338995695114,2.8423354625701904,3552
28671,0.06687505543231964,-0.1444438397884369,2.7203691005706787,3552
28741,0.10060523450374603,-0.10257051140069962,2.6239829063415527,3552
28811,0.1595238894224167,-0.09660079330205917,2.4900455474853516,3552
28881,0.11825843900442123,-0.09784618020057678,2.421144485473633,3552
28951,0.11119646579027176,0.03497660905122757,2.3612678050994873,3547
29021,0.12120620906352997,-0.19571299850940704,2.310422897338867,3547
29091,0.15963947772979736,-0.2507428228855133,2.3053057193756104,3541
29161,0.10931525379419327,-0.2926248610019684,2.311955690383911,3547
29231,0.1702297031879425,-0.36703357100486755,2.2779252529144287,3547
29301,0.14550095796585083,-0.2912144958972931,2.2394988536834717,3547
29371,0.03543776646256447,-0.35551777482032776,2.1721351146698,3557
29441,-0.02155197784304619,-0.40112826228141785,2.0889527797698975,3547
29511,-0.05501347780227661,-0.35031139850616455,1.9987740516662598,3547
29581,-0.24329717457294464,-0.2639618217945099,1.890813946723938,3541
29651,-0.10920219123363495,-0.18859398365020752,1.818559169769287,3547
29721,0.049637604504823685,-0.13885684311389923,1.73007071018219,3541
29791,-0.007215100806206465,0.01866564340889454,1.619429111480713,3541
29861,-0.0029199335258454084,0.05229188874363899,1.523989200592041,3536
29931,-0.025376567617058754,0.09101589769124985,1.4403377771377563,3536
30001,0.01626579277217388,0.16914108395576477,1.3313510417938232,3536
30071,-0.020938199013471603,0.0646490529179573,1.2249268293380737,3536
30141,-0.08912090957164764,0.016742397099733353,1.0981265306472778,3536
30211,-0.18617048859596252,-0.050894930958747864,0.9786887764930725,3536
30281,-0.18065136671066284,-0.0960700511932373,0.8608300089836121,3536
30351,-0.08616337180137634,-0.01989772357046604,0.7832931876182556,3531
