timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,pm.vbatMV
49316,0.15327584743499756,-0.2855556011199951,0.033593256026506424,3900
49386,0.17407111823558807,-0.25795021653175354,0.03512820973992348,3900
49456,0.15995657444000244,-0.29329320788383484,0.03532681614160538,3900
49526,0.18375076353549957,-0.23950518667697906,0.03778935968875885,3900
49596,0.18553124368190765,-0.2319408357143402,0.03936641663312912,3900
49666,0.19187024235725403,-0.21952688694000244,0.03780727833509445,3900
49736,0.2789866328239441,-0.08143419027328491,0.03767789900302887,3900
49806,0.18809638917446136,-0.22768425941467285,0.03953639790415764,3900
49876,0.26173797249794006,-0.09525799751281738,0.03814900666475296,3900
49946,0.18707239627838135,-0.23029474914073944,0.03626349940896034,3900
50016,0.21256107091903687,-0.196175217628479,0.03821973875164986,3900
50086,0.21937040984630585,-0.19926314055919647,0.035837482661008835,3900
50156,0.1912226527929306,-0.28677958250045776,0.03534640371799469,3895
50226,0.17453652620315552,-0.32978370785713196,0.03651696443557739,3900
50296,0.18496304750442505,-0.2967865467071533,0.0376734621822834,3900
50366,0.2640680968761444,-0.10277820378541946,0.038326505571603775,3900
50436,0.2935258448123932,-0.049332763999700546,0.03894750028848648,3900
50506,0.2714012861251831,-0.08357379585504532,0.03942826762795448,3900
50576,0.2762185037136078,-0.07724703103303909,0.03696206957101822,3900
50646,0.24645444750785828,-0.14383357763290405,0.03868117183446884,3900
50716,0.25923579931259155,-0.11168228089809418,0.03680815547704697,3900
50786,0.2582753002643585,-0.11727210134267807,0.037018150091171265,3900
50856,0.253577321767807,-0.13006992638111115,0.03571758419275284,3900
50926,0.24869059026241302,-0.14306175708770752,0.03574051707983017,3900
50996,0.23748022317886353,-0.1613606959581375,0.038436807692050934,3900
51066,0.26012712717056274,-0.13395492732524872,0.03467926010489464,3900
51136,0.2543536126613617,-0.1463623344898224,0.03422781825065613,3900
51206,0.2544980049133301,-0.13673751056194305,0.03590388968586922,3900
51276,0.2560179531574249,-0.13293872773647308,0.03384388983249664,3900
51346,0.25767233967781067,-0.13433882594108582,0.034765370190143585,3900
51416,0.2583365738391876,-0.1318695843219757,0.03445914387702942,3900
51486,0.25844937562942505,-0.13470852375030518,0.03385473042726517,3895
51556,0.25813403725624084,-0.13721774518489838,0.03470834344625473,3900
51626,0.2543431222438812,-0.14864930510520935,0.038424666970968246,3900
51696,0.25267964601516724,-0.14261433482170105,0.03421136364340782,3895
51766,0.2515180706977844,-0.14820308983325958,0.03444606438279152,3900
51836,-0.0012843444710597396,-0.003208903130143881,-0.0016229536850005388,3900
51906,0.0008716536685824394,-0.001894159708172083,-0.0010349784279242158,3900
51976,0.0021858876571059227,-0.0033105050679296255,-0.0014813374727964401,3900
52046,0.0035834633745253086,-0.0006942929467186332,-0.003246376756578684,3900
52116,0.0038946508429944515,-0.006899144500494003,-0.0018785512074828148,3900
52186,0.0007669860497117043,-0.010188494808971882,-0.0012897973647341132,3900
52256,0.002479501534253359,-0.020705172792077065,-0.0009074843255802989,3900
52326,0.004687195643782616,-0.018199477344751358,-0.0015282108215615153,3900
