name,timeStamp,posx,posy,posz,qw,qx,qy,qz
Drone,58720,0.7113483200943731,0.04310819337334431,0.03249549436997078,0.9981623743712459,0.00021805574212423008,0.06018433611024858,0.0070478740211977935
Surface,58720,1.4141594645643678,0.055600054608621434,0.44909447571296157,0.999994067782339,0.0010318115096018218,0.003220473231106154,-0.0006544595534947612
Drone,58720,0.7113502883134943,0.04313564660090543,0.03251311991448326,0.9982033578449527,0.00031572264497090887,0.059508020980679296,0.006982273643719073
Surface,58720,1.4142028334448828,0.055637350578353575,0.4491412531951067,0.9999989966834512,0.0009677642727826466,0.0008262780963513473,-0.0006223575426356851
Drone,58720,0.7113284509096559,0.043117928643713534,0.032506936462836394,0.9981629883770153,0.00019419332584478288,0.06016145327099044,0.007156148652804162
Surface,58720,1.4141732802874343,0.05562126524349229,0.4491113720641934,0.9999924506502822,0.0010475490914714609,0.0036863375732972027,-0.0006420269773386974
Drone,58787,0.7113486285080072,0.04312666117618871,0.032498450528664825,0.9981671804532989,0.00031681065738528607,0.06010818934487589,0.007013206869857073
Surface,58787,1.414162219207261,0.055626185589824025,0.449113053758752,0.9999720733034415,0.0012725391063886022,0.007330434891993071,-0.0007056782081993405
Drone,58787,0.7113647618385582,0.04312886745315601,0.03250477789909996,0.9981598783865231,0.00038119410834518754,0.06021546483699156,0.007128089850610448
Surface,58787,1.4141972331547294,0.055614349286123195,0.4491291591619816,0.9999462097542949,0.0013980193944031914,0.010262640941583103,-0.0005489450761042745
Drone,58787,0.7113505501876349,0.043130380759387466,0.03250677530454773,0.9981640298692136,0.0003621893104671746,0.06014393464271913,0.007151602606926032
Surface,58787,1.4141731904041712,0.055622540578256226,0.4491392227743396,0.9999604720793686,0.0012992020122267545,0.008775959501636062,-0.0005906672190185235
Drone,58787,0.7113547748612438,0.043129640548113087,0.032508582271119225,0.9982161687652645,0.00027524831935573296,0.05929722496594718,0.006945773196522921
Surface,58787,1.4141834515384837,0.05563539765778606,0.4491384163159014,0.9999422983447038,0.0015080728912681292,0.01061574641296799,-0.0006569820100349328
Drone,58787,0.7113652281587948,0.043130816630074745,0.03251237198988891,0.9981942733862651,0.0003501212705497668,0.05968008180574395,0.006808658430404771
Surface,58787,1.4141655828950952,0.055654740467987615,0.4491182029122657,0.9999576726727287,0.0013621304043882922,0.009079960605130203,-0.0005931096952955793
Drone,58787,0.7113800215726217,0.04313043247191245,0.0324910820194079,0.9981779906626751,0.00045640924317410576,0.059929371837954444,0.006997216470532168
Surface,58787,1.4141896674776233,0.05563221504974927,0.44909907992100195,0.9999732185927109,0.001237757998609965,0.007189163026367597,-0.0005882069803088712
Drone,58787,0.711338195007762,0.04313405369612312,0.03249732148616898,0.9981589410339956,0.00025087643339998807,0.0602345547599677,0.007103795307879935
Surface,58787,1.4141371700658822,0.055626525099571625,0.44909773644035117,0.9999901123128571,0.0010969119711944173,0.004252568111178109,-0.0006983731859395847
Drone,58787,0.7113494066214303,0.04313333740642219,0.03250676355568965,0.9981664161453687,0.00017707866350151323,0.060119388314876225,0.007030894061401267
Surface,58787,1.414213783295996,0.05562592106444822,0.4491427484461631,0.999971455024386,0.0012826057118508118,0.007419640648589707,-0.000626890457823215
Drone,58787,0.711336520093645,0.043109010212264876,0.03248011259088495,0.998159354900288,0.00019274464259647444,0.06024534030077823,0.006954426402456862
Surface,58787,1.4141549082683817,0.05564514769029491,0.44911506228034714,0.99996434539053,0.0005627434952426493,-0.008388757138940158,-0.0007874141928756427
