name,timeStamp,posx,posy,posz,qw,qx,qy,qz
Drone,370861,0.444213677534741,0.09065481039436053,0.034012060016643385,0.9981101672738583,-0.030505486262596065,0.05322607014994404,0.0035347911998595927
Surface,370861,1.4141898707233305,0.055636355420643754,0.44908486618833804,0.9999959704458835,0.0010296393310608267,0.00255811243631587,-0.0006745336217168181
Drone,370927,0.44420062758264844,0.09063579196779974,0.034004212734300515,0.998108882271569,-0.030499205817373885,0.0532514985399653,0.0035686801981667637
Surface,370927,1.4141907409122199,0.055639120185127275,0.44909500173512795,0.9999878446451055,0.0011579421549802104,0.004749623795737384,-0.0006409413398698338
Drone,370927,0.4442057133553947,0.09065860494053347,0.03399830923435139,0.9981053984629779,-0.030384930037501662,0.05337902661902737,0.0036123542021195645
Surface,370927,1.4141671706126426,0.05563818005715257,0.44907832013550253,0.9999944230816918,0.0010431332992859358,0.0031034312260378436,-0.0006590850169968136
Drone,370927,0.4442142062151868,0.09064882873138555,0.03400373434276315,0.9981076203452308,-0.030481037530881352,0.05328423836572088,0.0035881055735205937
Surface,370993,1.4141614501397024,0.055644776139621016,0.44910461300219057,0.9999987286272631,0.0009402688841006732,0.0010933261373659608,-0.0006806439895160729
Drone,370993,0.44419935721163256,0.09065133315236673,0.034000986582215176,0.9981404650225524,-0.03033109866169449,0.052744861749790074,0.0036899996657199525
Surface,370993,1.4141649138541483,0.055621429165772285,0.44911572326376403,0.9999954509987243,0.0010711510892945466,0.0027489925404952445,-0.0006274210820984013
Drone,370993,0.44420392975585876,0.09066363204679655,0.03400914833465817,0.998126842146455,-0.030430745458927266,0.052968261867108166,0.0033376567135131427
Surface,370993,1.4141901501067706,0.05565976982474556,0.4491256434236039,0.9999749027955036,0.0013092900665831774,0.006937754594548509,-0.0005891517889681514
Drone,370993,0.4442273062995051,0.09062264536344482,0.033996815430281546,0.9981160477348242,-0.030668229147182938,0.05303429282407978,0.003343465244302779
Surface,370993,1.4141859891810085,0.05564098418641437,0.4490797580589263,0.9999892228421654,0.0011041447984520582,0.00447364283036981,-0.0005670834262975224
Drone,370993,0.44421039055668576,0.09064161214374519,0.03400285125329798,0.9981320142543934,-0.030489430632166796,0.05282704913189725,0.003489931261498609
Surface,370993,1.414173390777816,0.05562638486451932,0.44909000590041026,0.9999698764351466,0.00121913444573598,0.0076403025103922795,-0.0006210563829136258
Drone,371059,0.4442138074609087,0.09064974635677846,0.03400108369217274,0.9980892176061357,-0.03046699467666648,0.05363683089220725,0.0035729967233017502
Surface,371059,1.414154079590936,0.055627754466070704,0.449060282867156,0.9999818781806804,0.0011769042509421526,0.005867091212533145,-0.0006598843283671028
Drone,371059,0.4442108916456315,0.09066071217045783,0.034012401252268065,0.9980926901822011,-0.030503892178971745,0.053555738702907835,0.003503886239049572
Surface,371059,1.4141840630884954,0.05563369292422032,0.44906109139172445,0.9999930004918707,0.0010821527438327693,0.0035311858026775204,-0.0005988652030932043
Drone,371059,0.44419655843326233,0.09066795401812068,0.0340186836570872,0.9981143284466145,-0.030170855794367075,0.05334578333500718,0.0034255234014264856
Surface,371059,1.4141195462769258,0.05562734970744966,0.44907778458503644,0.9999991166805121,0.0009516397337570329,0.0006489160912046229,-0.0006632706229820646
Drone,371126,0.44420432504548407,0.0906578963863511,0.034014870723381184,0.9981159727433353,-0.030312836562535073,0.05322761586825805,0.0035295613239881935
Surface,371126,1.4141651172083727,0.055635666086544154,0.4491018606571364,0.9999962008972293,0.001047161165083477,0.002470981134722279,-0.0006292033331649111
Drone,371126,0.4442050575998564,0.0906583364305598,0.033987781068498805,0.9981443570183463,-0.030381445614970234,0.052652097910276356,0.0035449824292115837
Surface,371126,1.4141830072480492,0.05563278024218682,0.44908626272839985,0.9999993824343831,0.0008289315121204925,0.00039402545633905725,-0.0006266955723231415
Drone,371154,0.4442189486677921,0.09066724047520096,0.034025401385157195,0.99809797779558,-0.03047505905116916,0.053463380376423,0.003655742732695944
Surface,371154,1.4141505164457069,0.05564250407831507,0.4491069225222017,0.9999951620136964,0.0010959177409914297,0.002837526660625164,-0.0006506580947188624
Drone,371155,0.4442288748629551,0.09064959162903104,0.03400407527392277,0.9981495041668994,-0.030387316479586816,0.052546150339747924,0.0036166853630136184
Surface,371155,1.4141131226413985,0.055648657019481,0.4490476891352822,0.9999989375207018,0.0008996949865425233,0.0009051801072924309,-0.000704382972707737
Drone,371155,0.44420745103994425,0.0906598976910091,0.034009739059344214,0.9981349926355394,-0.03030445790640135,0.05287330060292131,0.003548294069566386
Surface,371155,1.4141593860279416,0.05563490886234758,0.44908718390135804,0.999998113886537,0.0008222147663854619,-0.0016265012352710444,-0.0006713270277451605
Drone,371192,0.44421279264335906,0.09065334358363401,0.03401643950098587,0.99813046633357,-0.030405370038682416,0.05289557334395214,0.0036254613713926735
Surface,371192,1.4141744159299385,0.05564154161142949,0.4490969453437456,0.9999986594837726,0.0009660206904697367,0.0011367818863371184,-0.0006749530549238489
Drone,371225,0.4442127093412851,0.09066004423192332,0.03402556136540594,0.9981485473854801,-0.030227949695124764,0.0526609423279779,0.003545921969600047
Surface,371225,1.4141920566420019,0.055649980060873176,0.4490873917154739,0.9999950778394807,0.0010279319421003829,0.002885608229778772,-0.0006789093294335553
Drone,371192,0.44422988230071464,0.09064651827699441,0.03399588450163514,0.9981144271060153,-0.030476588679938445,0.05316398918479193,0.003515423050528232
Surface,371192,1.4141734321743253,0.05563030916046708,0.4490956394413193,0.9999807687353734,0.001190011847270853,0.006054936216602661,-0.0006194986908825818
Drone,371258,0.4442300782867691,0.09066419618978779,0.03401503824383766,0.9980924945819531,-0.030371152146026696,0.05363577981924911,0.0034883376668360592
Surface,371258,1.4141683863877128,0.05562641481155344,0.4490775384599438,0.9999845562279444,0.000629901806384432,-0.00547550015752162,-0.0007137417884939458
Drone,371258,0.44423613955055086,0.09066572242742599,0.034006357444073806,0.9981190614714952,-0.03041361579720346,0.053108860954967134,0.003577707292051455
Surface,371258,1.4141547427458934,0.05563967750004339,0.4491074580941414,0.9999671904816656,0.0005383503505877141,-0.008046782580083905,-0.0007598876320049908
Drone,371258,0.444210975375935,0.09066985832404628,0.034025895894468826,0.9981120062060279,-0.03026754480145547,0.05333384436806143,0.0034350900997721437
Surface,371258,1.4141690771463213,0.055644125058368854,0.4490902322637155,0.9999779547633311,0.000588579070525658,-0.006572679781922664,-0.000737185531240816
Drone,371258,0.4442077372673493,0.0906467998929045,0.03401059939115447,0.998117590505326,-0.030500292352799503,0.053093416892757754,0.003478041530508446
Surface,371258,1.4141879691536856,0.05564787955589732,0.44910253972125674,0.9999881823626291,0.000679919200570392,-0.004765527516125119,-0.0006801414993710537
Drone,371258,0.4442163253708984,0.09064028926516575,0.03400920990646163,0.998159806032352,-0.030323762297417546,0.05239970703614431,0.003426625762108378
Surface,371258,1.4141340257265786,0.05564575967817721,0.44907502368910207,0.9999963093727423,0.0008289336429892409,-0.0024878415975665325,-0.0007104604813696978
Drone,371258,0.4442133022717437,0.09065528655050004,0.03402208077556322,0.9981096561033934,-0.030287198809127155,0.053363897273628585,0.0034777074678470545
Surface,371258,1.4141391847847105,0.055640422927145425,0.44907612540444725,0.9999988973383305,0.0008269177454542632,-0.0010231495890223425,-0.0006889804670965512
Drone,371324,0.4442373511993443,0.09063485231665334,0.034023275892938264,0.9981192890613074,-0.030392494844079073,0.05312950824291107,0.0033817768657146536
Surface,371324,1.4141517069215992,0.05563049884970146,0.44908842476903105,0.9999976323841487,0.0010077167143789614,0.0018167232567827144,-0.0006474949643227423
Drone,371365,0.4442192863012257,0.09065052950347664,0.03401131254405275,0.9981335558074266,-0.030376514007013213,0.052871173209584364,0.0033632144514870363
Surface,371365,1.4141546567698775,0.05565443906818807,0.4490948398131835,0.9999993549588323,0.0009108323404924415,0.0002622053300956157,-0.0006258711783204366
Drone,371391,0.444210749198727,0.09066267371745042,0.03400292105415433,0.9981680598202094,-0.030461616200846555,0.05215196037750163,0.003575936517147924
Surface,371391,1.4141366598058238,0.055648546508600925,0.44906775353717493,0.9999979623865727,0.0008601519553023917,-0.001660420085941933,-0.0007605040794467456
Drone,371391,0.44422403707770036,0.09065850839033195,0.033999488099186126,0.998112060252569,-0.030521294627999764,0.053181391179398636,0.003536295353426243
Surface,371391,1.414173232649881,0.05566523355998512,0.4491147302305935,0.9999993377940586,0.0009130804848973224,3.214817562988378e-05,-0.0006997585063572407
Drone,371435,0.44423336338742314,0.09066582586045235,0.03400577882063029,0.9981236827868984,-0.030480930760707015,0.05298891965490077,0.0034930092594359034
Surface,371435,1.4141282243481097,0.05564631957851062,0.44908752067571533,0.9999963647071058,0.0010525579529997349,0.0023884419722733203,-0.0006767859881258773
Drone,371391,0.4442204119501864,0.0906473211399301,0.034017935824057995,0.9980825351683342,-0.030378821277171415,0.053820902775038315,0.0034191569487853663
Surface,371391,1.4141440155804432,0.05562955647714517,0.449078181980125,0.9999899112424553,0.0011580895278896386,0.004288358330126285,-0.0006680005869985253
Drone,371391,0.4442144128836843,0.09063247194956427,0.03401716614611069,0.9981006750089966,-0.03043361804000138,0.053440637140296676,0.0035966292024578106
Surface,371391,1.4141167238271706,0.055613597994937626,0.44908638715647226,0.9999711094924767,0.0012748205495946715,0.007457363551488721,-0.0007367101278159439
Drone,371457,0.44420752446962564,0.0906600400206866,0.03400885075713012,0.9981120182175409,-0.03044752787550977,0.0532227916428149,0.0035611214136798347
Surface,371457,1.4141430904255512,0.05564683578724365,0.4490959620612662,0.9999643353648692,0.001319918571176301,0.008319510243774605,-0.0006095593200716575
Drone,371457,0.44420822412153776,0.0906578743908899,0.03401078326619448,0.9981167698221846,-0.030544951629395082,0.053081868561335864,0.003497850729147598
Surface,371457,1.4141660338420656,0.055632184244413886,0.44909623633079176,0.9999414724730222,0.0013724062691798154,0.010718870947373817,-0.0005233881256216558
Drone,371457,0.44422227219437027,0.0906466295296326,0.03401584351272302,0.9981198801971791,-0.030499748651084905,0.05303911597032693,0.003649967736237972
Surface,371457,1.4141667101081932,0.055650627603577155,0.44907990519262636,0.9999590524518551,0.0013621033735259688,0.008928079293366266,-0.0005722710191134563
Drone,371505,0.4442352207890133,0.09064269776882913,0.0340148173380355,0.9981017172588965,-0.03041360510795164,0.0534346901447924,0.003564900883531247
Surface,371523,1.4141701109746145,0.055638662624179554,0.4490874286982547,0.9999772981719113,0.0012445478413834461,0.006588751957083049,-0.0006652737203779522
Drone,371523,0.4442205674906019,0.09066791436479692,0.03401804614213037,0.9981621719686995,-0.030208803016547194,0.052419090607539125,0.003456242311305609
Surface,371523,1.4141582457770754,0.05565067236566079,0.44911341193490706,0.9999639670204441,0.0013935290827910946,0.008349037161156217,-0.0006452254748590707
Drone,371523,0.44422979215774133,0.09063266301150781,0.03401927886935289,0.998100926970812,-0.03042096948851986,0.053444707981039,0.0035731476608006274
Surface,371523,1.4141540092580958,0.05564454487058985,0.44908106490013144,0.9999526757436022,0.0013681136293820203,0.009614105532303577,-0.0005860999241517827
Drone,371575,0.44421484005307177,0.09066239069611375,0.034004822190513456,0.9981107844613798,-0.030492805987940352,0.0532164897096618,0.00361330151693749
Surface,371575,1.414157583858345,0.055647118781838714,0.4490845861793643,0.9999677952320419,0.0012864871323523582,0.007895593842523757,-0.0006426877168528406
Drone,371590,0.4442363957864874,0.09064674962975355,0.03401390898095466,0.9981135979285704,-0.030353888521962732,0.05324751390341038,0.0035481466692835204
Surface,371590,1.4141703544030855,0.055643574180050344,0.44909748896031376,0.9999835280377718,0.0011849972047876488,0.005579475776006371,-0.0006394410220134832
Drone,371590,0.4442101969575897,0.09066176331576573,0.03401606770483787,0.9981067277410572,-0.03036340670602739,0.0533665197045716,0.0036108372803304546
Surface,371590,1.4141596392457618,0.055662255363557726,0.4490715783396563,0.9999727557367241,0.0012456270678615367,0.007243275352779474,-0.0006864107179590195
Drone,371645,0.4442326039918979,0.09067083513896197,0.03402231458926619,0.9980655634011345,-0.030405920360672575,0.054110652741987064,0.003556461673149508
Surface,371645,1.4141452368766765,0.05563505807550497,0.4490848385338208,0.9999919652910062,0.001111563210772679,0.0037962398883553323,-0.000649879503859255
Drone,371656,0.4442151949007865,0.09066423714907976,0.03400480853651661,0.9980984995951241,-0.030611033111679287,0.05337533945417634,0.003663727057149039
Surface,371656,1.4141744220092225,0.05565561322019747,0.44912374748758527,0.999998847409644,0.000922126381135479,-0.0009937377423245445,-0.0006836282763596283
Drone,371656,0.44423326223002657,0.09065674914740993,0.0340023474584502,0.9981179973670433,-0.030376169959931493,0.053156426533997554,0.00348510382974048
Surface,371656,1.414142253116137,0.05564676585294297,0.44907657026138686,0.9999983078731587,0.0010459051779642993,0.001357324371060053,-0.0006693308074126636
Drone,371656,0.44421334420777264,0.09068928572600503,0.03402353544109647,0.9981127479091153,-0.030191698405448733,0.05336051419577096,0.003472655104146593
Surface,371656,1.4141590457254685,0.0556367690043269,0.44912833790578094,0.9999878945683741,0.0011867070741133706,0.004725552813496888,-0.0006867267560894993
Drone,371656,0.44422567152051184,0.09066131218660685,0.034009861756310385,0.9981157653002009,-0.030275206523798528,0.05324957644140847,0.003579600249514472
Surface,371656,1.4141429947913582,0.05563384507054497,0.44906481029752204,0.9999871293749686,0.000676428239072807,-0.004980630222601644,-0.0006905445915795337
Drone,371656,0.44421823152195794,0.09065448790319354,0.03401913534610931,0.998112913169247,-0.030469031315834234,0.05319849302702901,0.0034887010658812773
Surface,371656,1.4141532888122748,0.05564895753629558,0.4490847629176454,0.9999958873071055,0.0007705043738890164,-0.002658037881062251,-0.0007526795516489654
Drone,371722,0.4442066786542023,0.09065919727553838,0.03400220015244727,0.9981418132488753,-0.030358488080561866,0.05270799891039659,0.0036262510353507384
Surface,371722,1.4141541545398142,0.05565039973369302,0.4490983915378768,0.9999992888293775,0.0009230029378166328,0.00036028114426640514,-0.0006637799432094934
Drone,371722,0.44419194429756387,0.09067003898604278,0.0340167263991036,0.9981337542492699,-0.0302464799442774,0.05292447089857093,0.0036275969104962386
Surface,371722,1.4141723438276614,0.0556404776351771,0.449122816837412,0.9999977873856185,0.000933121163181827,0.0017760469871394185,-0.0006325866435991283
Drone,371722,0.4442296728365689,0.0906609599761267,0.03400732739904768,0.9981479420897618,-0.03044518867446518,0.05255141966327232,0.0034820223899929906
