timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,pm.vbatMV
34992,0.08643718808889389,0.7892153859138489,-0.03711741045117378,3990
35062,0.15500694513320923,0.6108649969100952,-0.03596096858382225,3990
35132,0.2757551372051239,0.30292367935180664,-0.039750803261995316,3995
35202,0.30084946751594543,0.2755410671234131,-0.03789067640900612,3990
35272,0.30004218220710754,0.27667495608329773,-0.03677348047494888,3990
35342,0.3011481761932373,0.2788763642311096,-0.03743334114551544,3990
35412,0.3192116320133209,0.24680505692958832,-0.03986957296729088,3995
35482,0.27171647548675537,0.30083519220352173,-0.040831610560417175,3995
35552,-0.0011834466131404042,0.01274368166923523,-0.0009683324606157839,3990
35622,0.31939229369163513,-0.22895582020282745,-0.0014321223134174943,3995
35692,0.4102499485015869,0.22092685103416443,-0.0018309593433514237,3995
35762,0.6174160242080688,0.023634430021047592,-0.002536175772547722,3995
35832,0.35239434242248535,0.28153860569000244,-0.0036018190439790487,3995
35902,0.8229548335075378,-0.09470386058092117,-0.003766791196539998,3990
35972,0.1325387805700302,0.5382143259048462,0.0008836585911922157,3995
36042,0.034505024552345276,0.5138987898826599,-0.00012378963583614677,3990
36112,0.39042332768440247,-0.04693075641989708,-0.0015723069664090872,3990
36182,0.2712016701698303,-0.030624166131019592,-0.002460629213601351,3990
36252,0.28756216168403625,0.07862933725118637,-0.004336342215538025,3990
36322,0.23433299362659454,0.28791722655296326,-0.004364008083939552,3990
36392,0.15928447246551514,0.36533424258232117,-0.0050032115541398525,3995
36462,0.2848528325557709,0.15010879933834076,-0.003596269991248846,3995
36532,0.38346898555755615,0.13365894556045532,-0.001695307088084519,3990
36602,0.33488866686820984,0.12736544013023376,0.002909417962655425,3161
36672,0.20857708156108856,0.3745923638343811,0.1171201542019844,3341
36742,-0.7696614265441895,0.9755041003227234,0.5079445242881775,3504
36812,-0.689935028553009,2.478426456451416,2.1757314205169678,3552
36882,0.1470528095960617,1.8094393014907837,3.498537063598633,3573
36952,0.7471809983253479,0.7237823009490967,5.088235855102539,3573
37022,0.21491527557373047,0.011728772893548012,6.100080966949463,3594
37092,-0.16424334049224854,-2.263167142868042,6.6752800941467285,3610
37162,0.5667632818222046,-1.945074439048767,6.971373081207275,3615
37232,-0.27653050422668457,-1.9817585945129395,7.052742958068848,3600
37302,0.1360204517841339,-0.7502518892288208,7.016831398010254,3578
37372,-0.3348439931869507,-0.2650969922542572,6.936394214630127,3573
37442,-0.07856585085391998,0.2292979210615158,6.8706841468811035,3573
37512,-0.268278568983078,0.48866719007492065,6.840240001678467,3563
37582,-0.06240057200193405,0.7061702609062195,6.852071285247803,3552
37652,0.02126620151102543,0.6922800540924072,6.861822605133057,3541
37722,0.002831040881574154,0.5608282685279846,6.8552446365356445,3552
37792,0.15717069804668427,0.39013999700546265,6.79490852355957,3557
37862,0.27241313457489014,0.2889415919780731,6.619181156158447,3552
37932,0.2658882439136505,0.04973480850458145,6.413149356842041,3563
38002,0.3493281602859497,-0.09070677310228348,6.145491600036621,3563
38072,0.4317103326320648,-0.10401257127523422,5.873610496520996,3557
38142,0.3017210364341736,-0.09563382714986801,5.619866847991943,3557
38212,0.2594483494758606,-0.07743397355079651,5.372859477996826,3563
38282,0.3295493423938751,0.02279072254896164,5.164204120635986,3557
38352,0.2770631015300751,0.031431298702955246,4.980901718139648,3557
38422,0.13909567892551422,-0.09776473045349121,4.84343957901001,3557
38492,0.18965435028076172,-0.08837733417749405,4.725887298583984,3552
38562,0.22240038216114044,-0.0910176932811737,4.573013782501221,3557
38632,0.25887951254844666,-0.1398761123418808,4.443891525268555,3552
38702,0.1811448037624359,-0.19219979643821716,4.3006510734558105,3563
38772,0.13987211883068085,-0.35718223452568054,4.14503288269043,3552
38842,0.09151345491409302,-0.08135061711072922,4.004886627197266,3552
38912,0.04033854976296425,0.27657586336135864,3.918452024459839,3547
38982,-0.035538144409656525,0.17940346896648407,3.8429250717163086,3547
39052,-0.04158571735024452,-0.008597178384661674,3.7252869606018066,3547
39122,-0.08156780898571014,-0.14817610383033752,3.6093389987945557,3541
39192,-0.0395016185939312,-0.2071777582168579,3.539189338684082,3541
39262,0.05501531437039375,-0.23945200443267822,3.449695587158203,3541
39332,0.10750595480203629,-0.2152605652809143,3.3464415073394775,3536
39402,0.11330534517765045,-0.05915148928761482,3.286210775375366,3536
39472,0.08085787296295166,-0.24774588644504547,3.210639238357544,3536
