timeStamp,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw
42037,0.04867347702383995,-0.051238592714071274,-0.09297588467597961
42107,0.04654618725180626,-0.0497003048658371,-0.09331712871789932
42177,0.044460590928792953,-0.05252322182059288,-0.09141255915164948
42247,0.04143504798412323,-0.05263378098607063,-0.09062725305557251
42317,0.04436418041586876,-0.05242883786559105,-0.09176287800073624
42387,0.04429662972688675,-0.06073596701025963,-0.09235154837369919
42457,0.04232718050479889,-0.05356110259890556,-0.09612029790878296
42527,0.04277145117521286,-0.05598580464720726,-0.09542305022478104
42597,0.04108206927776337,-0.05635475367307663,-0.0971594750881195
42667,0.042795997112989426,-0.061438556760549545,-0.09688442945480347
42737,0.04192209616303444,-0.06397978961467743,-0.09971719235181808
42807,0.04346181079745293,-0.06778980046510696,-0.09985844790935516
42877,0.0464063435792923,-0.06731574237346649,-0.09712070226669312
42947,0.04877380654215813,-0.06840389221906662,-0.09641673415899277
43017,0.04916705563664436,-0.06500277668237686,-0.09598629921674728
43087,0.049134474247694016,-0.07320503145456314,-0.09696344286203384
43157,0.04968474805355072,-0.06906436383724213,-0.10093765705823898
43227,0.049661267548799515,-0.06568753719329834,-0.10173492133617401
43297,0.04803314805030823,-0.0701729953289032,-0.10223790258169174
43367,0.049218591302633286,-0.07199796289205551,-0.10215293616056442
43437,0.04872679337859154,-0.07694252580404282,-0.10184197127819061
43507,0.0515829361975193,-0.07949382066726685,-0.10025374591350555
43577,0.051009081304073334,-0.0736328512430191,-0.10401914268732071
43647,0.052302464842796326,-0.06470967829227448,-0.10606919974088669
43717,0.0015023357700556517,-0.005651453044265509,-0.0013478311011567712
43787,0.004428014159202576,-0.010614731349050999,-0.0020723643247038126
43857,0.006267824675887823,-0.008703572675585747,-0.003482478205114603
43927,0.009912770241498947,-0.009759803302586079,-0.005158944986760616
43997,0.0078737149015069,-0.01199583150446415,-0.006832741666585207
44067,0.007637790869921446,-0.021485384553670883,-0.0059792702086269855
44137,0.011821391992270947,-0.022706981748342514,-0.007397456094622612
44207,0.013572445139288902,-0.021577153354883194,-0.00928027369081974
44277,0.017583871260285378,-0.01812063902616501,-0.011942552402615547
44347,0.015320266596972942,-0.014760571531951427,-0.013914311304688454
44417,0.018407849594950676,-0.01859680563211441,-0.013727469369769096
44487,0.018805744126439095,-0.016107430681586266,-0.013342113234102726
44557,0.01833360642194748,-0.01813737116754055,-0.015766078606247902
44627,0.01684374175965786,-0.02021942101418972,-0.01955658383667469
44697,0.020391743630170822,-0.019977064803242683,-0.018441269174218178
44767,-0.012731845490634441,0.008266283199191093,-0.0492132194340229
44837,-0.012315032072365284,0.0026282058097422123,-0.04879958555102348
44907,-0.011198376305401325,0.006903049070388079,-0.04318132624030113
44977,-0.008687525056302547,0.009502971544861794,-0.03897228464484215
45047,-0.009543098509311676,0.007334804628044367,-0.040241044014692307
45117,-0.007995113730430603,0.006389582064002752,-0.04071316495537758
45187,-0.005365127697587013,0.0066917832009494305,-0.03869147598743439
45257,-0.004746173042804003,0.006967570632696152,-0.04154248163104057
45327,-0.0022781486622989178,0.005223386455327272,-0.042687613517045975
45397,-0.002734154462814331,0.0038999931421130896,-0.04899914562702179
45467,-0.003055303357541561,0.007688963320106268,-0.05097183212637901
45537,-0.002400628523901105,0.007008589804172516,-0.05031115561723709
45607,-0.0006850233767181635,0.009276029653847218,-0.05140334367752075
45677,0.0011327707907184958,0.006931524258106947,-0.052708547562360764
45747,0.001230307505466044,5.120527566759847e-05,-0.05644194409251213
45817,-0.004372985102236271,0.03218361735343933,-0.04160280153155327
45887,0.3518536686897278,0.22570934891700745,0.259835809469223
45957,1.6186047792434692,0.494950532913208,0.6590378880500793
46027,-0.341161847114563,-0.33984649181365967,1.0612781047821045
46097,-0.8847543001174927,-0.8817669749259949,1.3207823038101196
46167,-0.2219240963459015,0.2041166126728058,1.4107218980789185
46237,-0.6746635437011719,-0.204337477684021,1.2998402118682861
46307,-0.783565104007721,-0.10158175975084305,1.3248467445373535
46377,-0.7842620611190796,-0.2536413371562958,1.2864117622375488
46447,-0.6676892638206482,-0.024197036400437355,1.2099891901016235
46517,-0.19117741286754608,0.4615713059902191,1.118652105331421
46587,-0.06598050892353058,0.8104256391525269,1.0324358940124512
46657,-0.023739757016301155,1.0677944421768188,0.973040759563446
46727,-0.027757788076996803,1.22084379196167,0.9254948496818542
46797,-0.1083056628704071,1.25448739528656,0.9345980882644653
46867,-0.14983056485652924,1.1803033351898193,0.9633471369743347
46937,-0.17610421776771545,1.0521941184997559,1.0823301076889038
47007,-0.22997842729091644,0.8548650145530701,1.2763631343841553
47077,-0.40440380573272705,0.9651519060134888,1.4119491577148438
47147,-0.46577075123786926,0.6183222532272339,1.5449950695037842
47217,-0.5933830142021179,0.6910693049430847,1.6631453037261963
47287,-0.6430094838142395,0.6662383079528809,1.7702887058258057
47357,-0.5678687691688538,0.4990602433681488,1.8656343221664429
47427,-0.4895784854888916,0.4461500346660614,1.9399101734161377
47497,-0.5833393931388855,0.37142086029052734,1.9404009580612183
47567,-0.6434351801872253,0.39856430888175964,1.859642744064331
47637,-0.4379507005214691,0.19077733159065247,1.7843624353408813
47707,-0.4869482219219208,0.21252423524856567,1.7401111125946045
47777,-0.4313392639160156,0.09662668406963348,1.726895809173584
47847,-0.5040318369865417,0.3452480733394623,1.7535474300384521
47917,-0.3285534977912903,0.07860001176595688,1.7690811157226562
47987,-0.416730672121048,0.2953051030635834,1.7906620502471924
48057,-0.27232521772384644,0.14123967289924622,1.8151792287826538
48127,-0.13229185342788696,0.17475585639476776,1.7876906394958496
48197,-0.0663757249712944,0.14611713588237762,1.7210880517959595
48267,0.024469178169965744,0.07713184505701065,1.626818299293518
48337,-0.08282098919153214,0.03141705319285393,1.5558795928955078
48407,-0.10242436081171036,0.12039471417665482,1.4715672731399536
48477,0.048878613859415054,0.0049521406181156635,1.3666599988937378
48547,-0.0870826318860054,-0.1124005988240242,1.2552778720855713
48617,-0.05041361600160599,-0.0642516240477562,1.136330246925354
48687,-0.021231748163700104,-0.16245980560779572,1.0155861377716064
48757,0.10309262573719025,-0.18915586173534393,0.9031622409820557
48827,0.06518278270959854,-0.1491827666759491,0.8077951669692993
48897,-0.18087339401245117,-0.32430300116539,0.7191972136497498
48967,0.1472950577735901,0.041204169392585754,0.6437021493911743
49037,0.058555275201797485,-0.02060249075293541,0.6146619319915771
49107,0.16452835500240326,-0.006739155855029821,0.6231935024261475
49177,0.12136458605527878,-0.01191658154129982,0.6326630115509033
49247,0.19354872405529022,0.1957341730594635,0.5927237272262573
49317,0.06477898359298706,-0.09011677652597427,0.5677979588508606
49387,0.0875081717967987,-0.15689750015735626,0.6016427278518677
49457,0.02671627141535282,-0.13074031472206116,0.6089096665382385
49527,-0.021964995190501213,-0.16615377366542816,0.574503481388092
49597,0.05828849598765373,-0.08680255711078644,0.5264782905578613
49667,0.10171280056238174,-0.11124923080205917,0.47698870301246643
49737,0.1428755521774292,0.2211197316646576,0.3962636888027191
49807,0.03036331757903099,-0.10234403610229492,0.26401934027671814
49877,0.014503082260489464,-0.07760851830244064,0.14424185454845428
49947,-0.0604097843170166,-0.09354987740516663,0.06753356009721756
50017,-0.047481704503297806,-0.03244738280773163,-0.04367827624082565
50087,-0.09457439929246902,-0.2566445767879486,-0.10571244359016418
50157,-0.10923103243112564,-0.25671151280403137,-0.13057315349578857
50227,-0.05813319608569145,-0.26784464716911316,-0.11888556182384491
50297,-0.06183957681059837,-0.0646728128194809,-0.0930992141366005
50367,-0.1921384334564209,-0.06403736025094986,0.018752705305814743
50437,0.036248497664928436,0.0025426209904253483,0.1482960730791092
50507,0.05629380792379379,0.15382203459739685,0.27561089396476746
50577,0.18102845549583435,0.07165008783340454,0.4678809642791748
50647,0.15493029356002808,0.04522761330008507,0.6529848575592041
50717,0.15271994471549988,-0.0013692285865545273,0.7677862048149109
50787,0.1526256948709488,0.11967992782592773,0.8588427901268005
50857,0.07216788083314896,0.07244333624839783,0.8866295218467712
50927,-0.10919854044914246,-0.00962657667696476,0.875545084476471
50997,-0.19144922494888306,0.00438484875485301,0.8285385370254517
51067,-0.09574951231479645,-0.17427262663841248,0.7708427309989929
51137,-0.12734559178352356,-0.16843365132808685,0.7145572304725647
51207,-0.21085859835147858,-0.09584835171699524,0.6260398030281067
51277,-0.09813633561134338,-0.09464704245328903,0.5510550141334534
51347,-0.28983476758003235,0.11568397283554077,0.43433576822280884
51417,-0.10463064908981323,0.0627925843000412,0.327440470457077
51487,-0.14826183021068573,0.13770373165607452,0.2532445192337036
51557,-0.14407581090927124,0.22002705931663513,0.17224974930286407
51627,-0.21604500710964203,0.17603765428066254,0.10543370991945267
51697,-0.13779164850711823,0.26491084694862366,0.04429004341363907
51767,-0.24499502778053284,0.16851142048835754,-0.058093756437301636
51837,-0.12496604025363922,0.09518393129110336,-0.15660619735717773
51907,-0.2398800253868103,0.16030341386795044,-0.1803625077009201
51977,-0.21871636807918549,0.04853174835443497,-0.2714245617389679
52047,-0.2667931318283081,0.16411930322647095,-0.3393619656562805
52117,-0.16354887187480927,0.01161808893084526,-0.4726979434490204
52187,-0.11543575674295425,-2.4519259929656982,-0.6242729425430298
52257,0.005777718964964151,-6.155145645141602,-0.6726874113082886
52327,-0.036506928503513336,-7.852317810058594,-0.7223675847053528
52397,-0.06676121056079865,-6.508650302886963,-0.8117698431015015
52467,-0.08833599835634232,-1.9679350852966309,-0.7719743251800537
52537,-0.27905532717704773,2.118741989135742,-0.614521324634552
